staff_id,first_name,last_name,nickname,address,city,state,zip,gender,doh,cell_number,home_number
977,Orli,Hodge,Cooper,16 Endicott Street,Saukville,NJ,28181,M,1969-12-31 19:00:00,(310) 686-9290,(475) 792-4441
978,Brenna,Downs,Raja,17 Ferry hill Road,Anderson,CA,25136,M,1969-12-31 19:00:00,(237) 528-8935,(950) 402-4207
979,Raymond,Ayers,Rigel,16 Endicott Street,Berkeley,AL,67695,F,1969-12-31 19:00:00,(239) 275-0364,(489) 686-4848
980,Paloma,Mathews,Tamara,255 Grapevine Road,Lock Haven,NV,18548,M,1969-12-31 19:00:00,(348) 603-9825,(799) 648-3070
981,Ariel,Duffy,Maggie,16 Endicott Street,Reno,OH,50408,F,1969-12-31 19:00:00,(119) 945-6351,(835) 815-9327
982,Aristotle,Warren,Ignatius,255 Grapevine Road,Agat,KY,17037,M,1969-12-31 19:00:00,(726) 278-9138,(387) 704-7080
983,Constance,Spence,Ignatius,16 Endicott Street,Nacogdoches,NJ,39655,M,1969-12-31 19:00:00,(337) 565-7534,(672) 762-9478
984,George,Franks,Hiram,255 Grapevine Road,Pocatello,ID,77515,F,1969-12-31 19:00:00,(808) 432-0147,(776) 244-5788
985,Aileen,Mcfadden,Avram,16 Endicott Street,Sunbury,NC,14822,F,1969-12-31 19:00:00,(653) 700-4776,(322) 110-0719
986,Larissa,Barry,Martina,255 Grapevine Road,Saratoga Springs,MS,72635,F,1969-12-31 19:00:00,(469) 246-4684,(894) 514-0110
987,Dennis,Walters,Lareina,17 Ferry hill Road,Gloversville,MD,91050,F,1969-12-31 19:00:00,(175) 760-4549,(790) 911-1073
988,Amir,Brennan,Quon,16 Endicott Street,Princeton,UT,99365,M,1969-12-31 19:00:00,(354) 804-5955,(176) 240-1589
989,Gail,Leon,Robin,17 Ferry hill Road,Saint Albans,AK,51706,M,1969-12-31 19:00:00,(102) 167-1333,(845) 424-7728
990,Lynn,Battle,Tanisha,16 Endicott Street,La Jolla,WV,58661,M,1969-12-31 19:00:00,(389) 622-3677,(924) 753-2510
991,Armando,Murphy,Allen,255 Grapevine Road,New Brunswick,HI,35514,F,1969-12-31 19:00:00,(475) 242-0777,(200) 720-8811
992,Beau,Ramos,Heather,255 Grapevine Road,Redding,MO,96361,F,1969-12-31 19:00:00,(245) 812-0228,(536) 448-4223
993,Daryl,Warren,Sybil,16 Endicott Street,South Pasadena,MN,67602,M,1969-12-31 19:00:00,(355) 573-9102,(687) 800-0998
994,Stella,Schultz,Eve,255 Grapevine Road,Visalia,UT,15260,M,1969-12-31 19:00:00,(446) 548-0369,(479) 468-2513
995,Signe,Bentley,Damon,255 Grapevine Road,Hartford,MD,49496,M,1969-12-31 19:00:00,(459) 718-1885,(567) 181-8837
996,Urielle,Pennington,Byron,17 Ferry hill Road,New Kensington,GA,80930,M,1969-12-31 19:00:00,(588) 373-7418,(226) 154-0352
997,Allistair,Coffey,Inez,17 Ferry hill Road,Eden Prairie,FL,14003,F,1969-12-31 19:00:00,(871) 389-4155,(705) 157-0712
998,Justina,Horne,Ingrid,255 Grapevine Road,Newburyport,OK,03584,M,1969-12-31 19:00:00,(741) 897-6926,(697) 410-8640
999,Medge,Bishop,Regan,16 Endicott Street,Syracuse,CT,60402,F,1969-12-31 19:00:00,(199) 116-5139,(447) 988-6963
1000,Nerea,Landry,Jordan,255 Grapevine Road,Buena Park,AK,20119,F,1969-12-31 19:00:00,(467) 506-8448,(334) 298-9439
